transaction_amount_inr,hour_of_day,merchant_category,card_type,card_present,distance_from_home_km,transactions_last_24h,avg_transaction_amount_inr,num_declined_last_30d,is_fraud
5000,0,Online,Visa,0,101.84,10,1230.65,7,1
6638.41,17,Travel,Visa,1,7.16,2,2838.15,0,0
2535.99,22,Grocery,Amex,1,52.26,2,2429.95,1,0
5716.61,14,Gas,Visa,1,0.24,3,2046.62,0,0
3255.84,15,Entertainment,RuPay,0,23.29,1,1843.2,0,0
1733.03,11,Electronics,Mastercard,1,11.56,6,15390.06,0,0
1187.76,8,Grocery,Visa,1,20.65,1,2784.13,0,0
4335.71,17,Online,RuPay,1,31.57,2,1503.11,0,0
2475.45,15,Electronics,Mastercard,1,1.43,3,,0,0
5547.01,11,Online,Mastercard,1,16.13,3,1026.95,0,0
5595.92,1,Entertainment,Visa,1,11.9,1,1670.91,0,0
7643.14,7,Grocery,RuPay,1,3.01,3,2597.46,1,0
1934.17,16,Restaurant,Visa,1,21.19,4,702.73,1,0
2305.6,16,Electronics,Amex,1,14.75,7,2994.07,1,0
15928.42,17,Online,Visa,0,29.68,10,1489.06,4,1
39189.48,3,Restaurant,RuPay,0,150.96,11,1252.39,4,1
44447.55,11,Electronics,Mastercard,0,342.19,9,1224.72,2,1
1529.78,20,Grocery,Mastercard,0,6.49,3,1264.29,1,0
10781.67,13,Electronics,RuPay,0,28.11,6,1110.69,4,1
1298.35,17,Grocery,Mastercard,1,22.55,1,923.88,0,0
3202.58,16,Restaurant,Visa,1,4.96,3,1209.11,0,0
3636.7,19,Healthcare,Visa,1,39.12,1,2802.7,1,0
7117.44,19,Retail,RuPay,1,2.47,4,1456.15,0,0
,16,Utilities,Visa,1,11.78,2,2122.4,0,0
3610.29,6,Online,Visa,0,9.44,3,,1,0
462850.71,10,Online,RuPay,1,5.71,2,1040.94,0,0
2046.79,6,Healthcare,Mastercard,1,0.4,4,1961.65,1,0
6336.37,12,Grocery,RuPay,1,0.35,0,2043.79,0,0
2293.82,13,Utilities,Mastercard,1,10.89,3,1220.24,0,0
2276.49,19,Travel,Visa,1,8.4,2,1176.84,0,0
6666.83,6,Travel,Mastercard,1,1.09,2,2269.52,0,0
3263.29,14,Electronics,RuPay,1,5.29,2,4255.46,0,0
2253.72,14,Online,Visa,1,4.87,4,,0,0
1736.79,11,Grocery,Mastercard,1,23.6,3,4984.7,0,0
1958.2,8,Grocery,RuPay,1,2.35,4,2188.68,0,0
1708.58,10,Electronics,Amex,1,27.97,2,1597.74,0,0
748.96,13,Online,Visa,1,40.71,3,1844.46,0,0
15860.08,16,Entertainment,Mastercard,0,243.18,9,2615.48,3,1
2003.33,6,,Mastercard,1,0.25,1,1516.28,1,0
1244.33,5,Electronics,Mastercard,1,23.56,5,1899.38,0,0
1251.82,7,Retail,Mastercard,1,21.72,1,4079.98,1,0
2572.19,8,Electronics,Mastercard,0,6.63,1,1007.64,2,0
2418.01,14,Grocery,Visa,1,23.53,4,1142.98,1,0
1058.3,12,Gas,Visa,0,31.36,1,2129.16,0,0
2840.88,18,Retail,RuPay,1,42.58,6,2804.45,1,0
2131.73,11,Restaurant,Visa,1,12.88,2,,0,0
408734.15,13,Retail,Mastercard,0,11.92,1,2827.22,0,0
9114.83,12,Electronics,Amex,1,112.66,10,631.03,1,1
4450.51,17,Grocery,RuPay,1,0.53,3,1490.48,0,0
3450.89,10,Grocery,RuPay,1,10.12,0,3636.98,0,0
694.79,15,Online,RuPay,0,23.52,3,1504.93,0,0
656.22,1,Electronics,RuPay,1,0.08,1,1494.09,0,0
2262.33,14,Restaurant,Mastercard,0,10.45,3,827.72,1,0
7655.09,19,Gas,RuPay,1,51.97,1,2166.46,33,0
2466.34,3,Utilities,Visa,1,5.8,2,1549.89,0,0
6779.39,9,Restaurant,RuPay,1,8.72,6,2322.82,1,0
718.44,16,Online,Visa,1,0.39,3,1963.17,0,0
12347.39,7,Online,Visa,1,4.5,1,3072.67,0,0
981.26,14,Retail,Amex,1,8.28,3,2390.87,0,0
7778.09,10,Grocery,Visa,0,3.13,2,2153.32,0,0
703.73,0,Online,Mastercard,1,31.2,6,3687.39,0,0
1217.59,18,Grocery,Mastercard,1,1.07,4,6475.28,0,0
637.06,8,Restaurant,Visa,1,1.4,3,725.19,1,0
5128.47,23,Electronics,Visa,1,1.32,2,2120.98,0,0
4204.53,2,Grocery,Visa,1,36.2,2,715.08,1,0
1762.29,13,Online,Visa,1,66.9,3,1117.04,0,0
2761.3,19,Grocery,RuPay,1,15.23,3,1629.04,0,0
1464.38,16,Restaurant,Amex,1,20.38,3,3563.15,1,0
450.65,15,Online,Visa,1,1.51,1,958.58,1,0
654.95,16,Travel,Mastercard,1,19.12,4,971.76,0,0
15772.01,1,Restaurant,Amex,1,18.79,1,1783.28,0,0
3297.37,3,Electronics,Mastercard,1,5.57,5,2395.23,0,0
2473.38,8,Electronics,Mastercard,0,8.95,4,1271.68,0,0
987.15,18,Healthcare,Mastercard,1,0.98,4,3969.86,0,0
11464.72,12,Grocery,Mastercard,1,,4,1790.93,0,0
10108.55,23,Online,RuPay,1,77.78,10,500,1,1
1966.76,11,Utilities,Amex,1,14.66,3,1455.34,0,0
13638.81,1,Online,Mastercard,0,44.55,6,1008.32,4,1
29172.21,20,Electronics,Mastercard,0,53.06,11,2114.39,3,1
3274.93,18,Utilities,Mastercard,1,5.19,3,768.05,0,0
3581.36,7,Electronics,Mastercard,0,0.27,2,,0,0
4413.36,10,Healthcare,Mastercard,1,13.29,4,1537.29,0,0
5000,19,Entertainment,Amex,0,309.76,14,990.22,1,1
2133.87,16,Restaurant,Mastercard,0,5.13,6,7832.23,1,0
2624.6,4,Restaurant,RuPay,0,1.31,2,1821.82,0,0
1419.49,19,Online,Visa,1,22.63,0,3343.82,0,0
9615.38,14,Online,RuPay,1,18.56,2,1940.19,1,0
3756.36,15,Utilities,Visa,1,7.47,0,5024.63,0,0
634.31,16,Restaurant,Visa,0,21.59,3,1746.43,1,0
3905.13,11,Grocery,Visa,0,0.64,5,6366.36,0,0
3561.41,17,Grocery,Visa,1,22.04,6,1611.42,0,0
1276.01,17,Electronics,Mastercard,0,4.56,2,740.31,1,0
3847.53,17,Online,RuPay,1,12.1,5,1422.5,1,0
8472.24,17,Online,Visa,1,29.78,2,1675.4,0,0
3043.37,11,Gas,Mastercard,1,19.58,2,2708.85,0,0
2171.49,20,Electronics,RuPay,1,17.24,5,5371.14,0,0
27544.82,2,Gas,Amex,0,96.48,6,914.64,6,1
3383.2,1,Restaurant,Mastercard,1,7.37,5,,0,0
1682.94,9,Grocery,RuPay,0,7.46,3,3136.33,1,0
5361.5,11,Online,RuPay,0,25.71,5,1619.77,0,0
2331.62,15,Grocery,Visa,0,50.7,3,2255.79,0,0
11321.51,18,Online,Visa,1,7.32,4,5837.72,0,0
5586.65,12,Online,,0,76.71,7,3554.13,4,1
757.64,12,Online,Visa,1,0.41,4,4973.97,1,0
799.11,7,Entertainment,RuPay,0,8,5,6725.96,0,0
1094.44,16,Restaurant,Mastercard,1,9.19,1,708.51,0,0
8234.6,14,Electronics,Visa,0,,5,2245.57,1,0
1268.56,17,Restaurant,Visa,1,51.45,1,2722.11,0,0
1236.97,9,Restaurant,Visa,1,15.8,4,2118.53,1,0
3471.69,9,Restaurant,Visa,1,20.34,2,500,0,0
1696.76,12,Retail,Mastercard,1,18.12,0,500,0,0
2960.09,11,Travel,RuPay,0,4.15,4,4538.24,0,0
902,12,Restaurant,RuPay,0,9.65,2,964.58,2,0
4030.84,10,Retail,Amex,1,36.84,2,1047.47,0,0
1898.4,3,Electronics,RuPay,1,7.44,3,1107.51,0,0
1319.2,9,Healthcare,RuPay,0,10.35,1,1024.14,0,0
749.28,15,Retail,Visa,1,6.33,3,726.45,1,0
674.59,10,Restaurant,Visa,1,1.85,2,4800.64,0,0
2767.36,2,Grocery,RuPay,0,16.38,4,1546.25,0,0
2764.75,5,Online,Visa,0,7.1,2,798.12,0,0
2035.09,3,Online,RuPay,1,62.88,3,1199.11,0,0
17330.78,1,Retail,Visa,1,35.65,3,3863.38,0,0
1236.55,22,,Amex,1,9.5,5,1616,1,0
16281.73,12,Gas,Visa,0,273.31,10,4213.91,2,1
894.28,0,Utilities,Mastercard,1,16.73,3,1877.75,0,0
7524.36,10,Grocery,Visa,1,14.17,1,1960.99,1,0
4267.5,17,Electronics,RuPay,1,9.57,4,5455.32,0,0
2104.12,5,Online,Mastercard,1,5.99,2,3832.46,0,0
1795.75,19,Electronics,Visa,1,55.42,3,2769.25,0,0
1726.64,16,Online,RuPay,1,12.68,2,7297.01,0,0
1605.05,6,Electronics,Mastercard,0,12.2,3,1968.18,0,0
7397.95,15,Grocery,Mastercard,1,,2,1672.38,1,0
1698.62,20,Electronics,Visa,1,42.42,0,2726.4,0,0
1570.03,11,Gas,Visa,1,28.33,7,509.33,1,0
1084.37,8,Restaurant,Visa,1,11.47,0,992.65,1,0
6541.12,7,Grocery,RuPay,1,2.1,0,1994.19,,0
6891.4,18,Restaurant,Mastercard,0,20.4,7,1790.61,2,1
1479.72,7,Online,Visa,0,5.3,5,1353.9,0,0
2186.59,14,Online,Visa,1,8.7,0,1242.19,0,0
829.19,16,Retail,Mastercard,0,21.87,0,6244.73,0,0
4091.68,9,Restaurant,Visa,1,16.49,3,4911.72,0,0
1190.01,9,Travel,Amex,1,14.81,1,3242.66,1,0
2037.61,6,Retail,Amex,1,4.16,5,3261.49,1,0
2101.97,7,Online,Visa,1,36.96,2,2244.14,0,0
1699.51,6,Travel,Visa,1,64.47,3,2566.12,1,0
2968.25,8,Grocery,Visa,1,21.17,5,2739.56,1,0
2693.19,10,Travel,Visa,1,5.83,2,1660.25,1,0
1079.82,7,Online,RuPay,0,4.38,5,1777.11,2,0
1364.65,12,Grocery,Mastercard,1,9.25,4,1423.14,1,0
15852.58,4,Online,Visa,0,466.81,12,1863.27,4,1
427.51,13,Entertainment,Visa,1,4.02,2,5375.02,0,0
1290.26,14,Entertainment,Visa,1,5.02,3,2051.76,1,0
4265.59,16,Electronics,Mastercard,1,14.01,4,1727.21,0,0
9801.44,16,Electronics,Amex,1,9.21,0,1988.89,0,0
2111.92,15,Restaurant,Visa,1,51.52,2,1416.99,0,0
2264.53,20,Gas,RuPay,1,0.38,4,6142.32,1,0
11402.89,19,Grocery,Mastercard,1,,4,2584.79,0,0
2000.66,3,Healthcare,Mastercard,1,9.57,5,2371.07,0,0
1346.62,13,Restaurant,Mastercard,1,26.8,4,3138.94,0,0
2977.13,17,Grocery,Visa,1,6.31,2,797.89,0,0
2349.76,12,Travel,RuPay,0,3.03,2,996.48,0,0
2174.54,19,Online,Visa,1,37.59,3,1117.62,1,0
6249.1,3,Retail,Visa,1,4.04,1,796.78,0,0
1720.57,8,Retail,Mastercard,0,4.09,4,1791.51,0,0
3456.16,21,Grocery,Mastercard,1,0.84,0,1565.82,0,0
1125.77,14,,Mastercard,0,13.68,7,1958.52,0,0
3405.84,6,Travel,Amex,1,28.09,2,1183.29,0,0
2283.22,7,Retail,Visa,0,24.67,3,923.63,0,0
1467.29,12,Retail,RuPay,1,0.35,2,1427.57,1,0
4664.59,11,Grocery,Visa,1,19.77,3,2812.19,2,0
787.62,13,Grocery,RuPay,0,13.48,3,2835.3,1,0
2709.03,11,Grocery,Visa,1,22.72,1,2982.97,0,0
1036.27,8,Online,Visa,0,1.58,6,839.03,0,0
2160.28,7,Restaurant,Visa,1,32.25,0,610.89,0,0
3338.13,14,Grocery,RuPay,1,26.59,2,801.16,0,0
1075.1,9,Online,RuPay,1,2.05,1,,0,0
1672.96,8,Online,Visa,0,3.09,5,3721.56,0,0
7764.99,5,Restaurant,RuPay,1,2.74,1,2402.62,0,0
2376.72,6,Utilities,Visa,1,7.31,2,1053.39,0,0
56727.2,2,Restaurant,Amex,0,23.03,8,1631.99,2,1
2587.65,14,Restaurant,RuPay,1,0.91,1,986.4,0,0
1344.09,10,Online,RuPay,1,8.07,4,1930.54,0,0
460.35,20,Online,Mastercard,1,2.73,2,2120.49,0,0
2869.15,11,Restaurant,RuPay,0,34.68,3,2633.42,0,0
1486.99,13,Grocery,Visa,1,24.96,1,2402.32,0,0
1043.03,8,Online,Amex,1,2.18,2,1639.62,0,0
5006.33,6,Restaurant,RuPay,1,45.82,3,500,0,0
745.5,17,Online,Amex,1,4.32,8,5183.21,1,0
2141.46,12,Retail,Visa,1,0.23,0,4341.83,0,0
2182.73,6,Electronics,Visa,1,15.21,1,1159.59,1,0
2215.53,7,Utilities,Visa,1,0.17,1,4298.52,0,0
4783.77,19,Restaurant,Mastercard,1,36.93,4,1879.68,0,0
873.68,22,Healthcare,RuPay,0,9.15,1,813.39,1,0
4876.88,22,Grocery,Mastercard,1,5.38,2,3828.25,1,0
781.65,13,Utilities,Amex,1,5.62,1,2083.83,0,0
6710.97,16,Travel,Visa,0,1.7,4,2897.09,0,0
4189.63,0,Restaurant,Amex,1,0.7,1,4305.01,0,0
1291.09,3,Utilities,RuPay,1,31.46,4,1139.72,0,0
216.75,14,Utilities,RuPay,0,8.45,5,1806.73,0,0
3237.71,18,Electronics,Mastercard,1,5.94,3,969.83,0,0
5039.91,8,Gas,Visa,1,30.33,2,1022.04,0,0
9721.21,10,Healthcare,RuPay,1,25.46,2,1195.87,0,0
3645.58,11,Travel,Visa,1,7.82,3,2132.82,0,0
2010.08,18,Grocery,Mastercard,1,7.97,6,3788.04,0,0
1306.35,13,Healthcare,Visa,0,29.47,4,2334.63,2,0
2182.38,14,Grocery,Mastercard,1,29.42,5,1366.19,0,0
3607.22,8,Gas,RuPay,1,9.01,1,1699,0,0
2782,12,Grocery,RuPay,1,42.65,2,4334.85,1,0
1771.35,19,Online,Visa,1,7.56,1,2681.03,0,0
1808.46,14,Restaurant,Mastercard,1,23.33,2,10286.21,0,0
866.58,17,Restaurant,RuPay,1,19.76,4,831.07,0,0
2062.21,14,Grocery,Mastercard,1,3,4,3131.59,0,0
23115.07,7,Electronics,RuPay,1,38.01,4,1326.95,0,0
2122.75,12,Grocery,Mastercard,1,1.65,2,1744.74,0,0
1192.65,11,Travel,RuPay,1,6.03,6,2618.5,0,0
7345.32,8,Grocery,Mastercard,1,17.21,0,745.65,0,0
3767.34,13,Grocery,Visa,1,4.61,5,2093.98,0,0
2478.33,13,Online,Visa,1,12.88,1,6263.56,0,0
7945.53,9,Travel,Mastercard,1,1.09,6,4108.7,0,0
4601.35,7,Entertainment,Visa,1,5.69,3,4565.3,0,0
7165.62,0,Entertainment,Mastercard,0,485.44,12,1618,4,1
2131.92,20,Online,Mastercard,1,16.21,1,3732.15,0,0
1189.89,9,Grocery,Mastercard,1,14.97,4,3364.07,1,0
5683.55,3,Online,Mastercard,1,155.43,12,862.72,2,1
5000,22,Retail,RuPay,0,515.14,9,1535.6,2,1
738.07,7,Restaurant,Visa,1,,1,1930.28,0,0
746.51,4,Online,Mastercard,1,15.22,3,2209.47,0,0
5033.4,15,Travel,Mastercard,1,6.07,3,2952.82,0,0
2250.99,18,Healthcare,Mastercard,1,,4,5981.33,1,0
3482.42,11,Restaurant,Mastercard,1,3172.69,6,1440.19,0,0
5267.75,19,Restaurant,RuPay,1,75.39,7,1087.32,6,1
3872.94,15,Grocery,Mastercard,0,13.49,6,2364.27,0,0
2432.37,8,Entertainment,RuPay,1,13.14,1,2459.22,0,0
471.41,3,Restaurant,RuPay,0,19.51,0,4253.71,0,0
3260.84,18,Retail,Mastercard,1,14.11,5,800.4,0,0
1446.53,10,Grocery,Amex,1,35.35,2,1279.02,0,0
762.71,11,Grocery,Visa,1,1.73,3,4978.5,0,0
3851.82,12,Travel,Amex,0,8.36,4,1228.07,0,0
19717.53,4,Utilities,Mastercard,0,18.08,7,1365.4,0,1
1388.07,15,Retail,Amex,1,,0,2416.03,0,0
5000,18,Electronics,RuPay,1,34.89,9,3411.86,2,1
1016.8,9,Utilities,Mastercard,1,6.6,7,3290.26,2,0
4932.04,5,Online,Mastercard,1,4.04,2,4999.54,1,0
2507.09,13,Travel,Visa,1,17.96,3,1470.72,0,0
5692.06,8,Entertainment,RuPay,1,48.43,5,2297.11,0,0
1347.89,10,Utilities,Visa,1,11.43,6,1050.85,0,0
2847.53,0,Gas,Mastercard,1,35.41,0,2790.4,0,0
3945.84,15,Online,Mastercard,1,31.02,1,500,0,0
6096.05,3,Healthcare,Visa,1,9.37,4,794.78,0,0
16576.57,10,Electronics,Amex,0,15.84,9,500,2,1
14508.13,0,Online,Amex,0,18.54,9,2274.93,2,1
1373.58,15,Gas,Mastercard,1,1.25,2,1479.14,0,0
1634.64,0,Online,Visa,1,24.2,5,1030.16,0,0
1240.96,8,Grocery,Mastercard,1,10.04,4,4727.15,0,0
1393.35,0,Grocery,Visa,0,48.49,3,2059.88,0,0
1907.44,6,Grocery,Visa,1,24.1,2,,0,0
537.62,7,Healthcare,RuPay,1,8.97,5,4650.2,0,0
4751,20,Grocery,Amex,1,5.3,4,,0,0
2734.94,15,Healthcare,Visa,1,8.53,4,1870.65,0,0
2407.17,11,Retail,RuPay,1,9.94,4,4287.42,0,0
877.12,9,Grocery,Amex,1,2.84,3,2489.84,0,0
2174.38,10,Online,Amex,1,7.87,2,1250.75,0,0
1227.58,7,Entertainment,Amex,1,12.04,2,1829.27,0,0
3404.81,18,Retail,RuPay,1,0.6,1,744.56,0,0
1850.88,10,Utilities,Mastercard,1,12.11,1,4354.46,0,0
1725.26,9,Entertainment,Visa,1,7.15,3,1213.56,1,0
5164.41,11,Online,RuPay,1,22.18,2,585.2,0,0
6173.58,12,Retail,Mastercard,1,21.93,3,2260.64,0,0
1320.09,19,Electronics,Visa,1,13.87,5,1512.41,0,0
1728.33,20,Online,Mastercard,0,8.88,1,2013.58,0,0
2046.21,5,Grocery,Mastercard,1,28.43,3,1007.64,0,0
2340.12,15,Grocery,RuPay,1,4.84,4,500,0,0
909.86,6,Electronics,RuPay,1,2.49,2,,0,0
15378,15,Travel,Mastercard,1,15.74,2,1785.55,1,0
5011.95,13,Online,Visa,1,6.22,3,2267.23,0,0
5670.28,16,Grocery,Visa,0,3.86,5,933.99,0,0
1211.7,6,Online,Visa,1,7.45,3,1786.93,0,0
1520.04,19,Travel,Visa,1,11.35,2,807.43,0,0
834.69,21,Online,Mastercard,1,15.67,3,2803.72,2,0
677.16,6,Entertainment,RuPay,1,15.95,6,1130.56,0,0
1433.84,10,Healthcare,Mastercard,1,9.7,3,,0,0
329.46,22,Grocery,Visa,1,10.69,6,4364.69,0,0
4207.12,8,Retail,Mastercard,1,4.71,2,1556.12,3,0
2606.98,11,Grocery,Visa,1,5.62,3,6230.64,0,0
4779.46,21,Restaurant,Visa,1,20.59,1,1423.46,0,0
3591.94,6,Healthcare,Visa,1,0.35,5,3420.22,0,0
497.96,9,Utilities,Visa,1,49.47,1,3006.52,0,0
1342.52,1,Travel,RuPay,1,6.61,6,692.42,0,0
34614.93,6,Online,Amex,0,2.93,8,3176.88,4,1
2861.14,21,Grocery,RuPay,1,7.11,2,1453.9,1,0
2515.52,20,Entertainment,Mastercard,0,24.97,4,1953.61,0,0
17981.76,0,Retail,Visa,1,15.14,10,4035.07,3,1
23876.07,13,Restaurant,Mastercard,0,93.47,10,1778.41,,1
8223.49,10,Travel,RuPay,1,18.62,1,11070.51,0,0
8162.5,15,Healthcare,Visa,1,6.71,3,2398.39,1,0
4441.87,12,Online,RuPay,0,0.32,3,5742.36,0,0
1372.56,20,,Amex,0,3.1,2,2537.94,0,0
1661.01,8,Online,RuPay,1,10.16,1,976.78,1,0
2140.2,18,Grocery,RuPay,1,4.23,6,1741.11,1,0
1376.15,9,Grocery,RuPay,1,,2,1736.25,1,0
1837.3,20,Grocery,Visa,1,13.4,2,790.25,0,0
1083.3,12,Travel,Visa,1,32.74,3,,1,0
7425.25,5,Grocery,Mastercard,1,16.31,3,682.82,0,0
8139.76,14,Entertainment,Visa,1,15.51,6,1353.75,0,0
8244.21,11,Retail,Amex,1,3.62,2,649.43,0,0
3844.18,16,Grocery,Mastercard,0,1.54,3,853.58,0,0
909.54,17,Travel,Visa,1,28.79,5,3323.88,1,0
3332.96,11,Online,Mastercard,1,21.65,5,638.44,0,0
5639.29,16,Travel,RuPay,1,6.42,7,1077.1,0,0
5000,17,Electronics,Amex,0,521.63,10,1446.27,1,1
3538.54,12,Travel,Visa,1,14.65,5,1588.91,0,0
1168.25,13,Grocery,RuPay,0,17.6,1,500,0,0
15723.2,2,Grocery,Visa,1,6.42,3,554.89,0,0
5334.77,16,Travel,Amex,1,7.77,1,612.29,0,0
1387.96,16,Online,Amex,1,44.21,2,1503.53,4,0
3131.78,6,Grocery,Visa,0,17.07,2,3333.97,0,0
1857.04,5,Online,Visa,1,25.4,2,5072.51,0,0
1373.96,13,Retail,Visa,1,1.48,2,1817.68,0,0
41563.51,10,Gas,RuPay,1,1.38,4,2590.82,1,0
29772.48,8,Online,Mastercard,0,0.12,1,3378.52,0,0
1008.79,7,Online,Visa,1,38.32,5,2523.51,1,0
4410.03,6,Gas,Visa,1,,6,1559.35,0,0
3102.11,20,Travel,RuPay,1,3.24,0,1368.38,0,0
1802.32,6,Grocery,Mastercard,1,4.24,5,4172.44,0,0
5750.64,4,Online,Visa,0,21.8,12,881.4,4,1
703.68,20,Entertainment,Amex,1,3.45,2,2021.05,0,0
2592.35,16,Healthcare,RuPay,1,6.72,5,1951.35,0,0
2267.22,19,Restaurant,RuPay,1,11.66,2,3037.16,0,0
1716.03,5,Online,Visa,0,11.83,8,3214.75,0,0
1478.22,13,Online,RuPay,1,17.91,3,2214.3,1,0
4525.75,19,Restaurant,RuPay,1,16.42,6,,0,0
17641.07,2,Utilities,Visa,0,19.98,7,500,1,1
2852.23,15,Retail,Mastercard,0,17.26,4,1188.5,0,0
1434.62,12,Gas,Visa,1,111.68,3,10499.6,0,0
2802.51,6,Electronics,RuPay,1,4.81,3,2502.11,0,0
946.29,11,Online,RuPay,1,1.38,0,3662.8,0,0
4589.59,11,Restaurant,Mastercard,1,5.52,2,1605.51,0,0
13609.45,7,Gas,RuPay,1,7.64,0,1584.07,0,0
906.24,14,Grocery,Visa,0,12.8,6,2187.81,0,0
8568.95,13,Online,Amex,1,4.16,3,2598.8,0,0
6436.64,17,Travel,Visa,0,29.61,0,,0,0
1227.89,8,Retail,Visa,1,13.28,3,3303.51,0,0
2011.7,5,Entertainment,RuPay,1,5.38,2,1944.74,0,0
1018.9,19,Retail,Amex,0,1.73,5,2392.43,0,0
2032.84,23,Gas,RuPay,1,2.85,3,1552.8,0,0
5337.08,21,Restaurant,Visa,1,2.02,1,4223.73,0,0
1930.32,7,Restaurant,Mastercard,1,31.84,3,864.6,1,0
1824.71,21,Grocery,RuPay,1,15.49,1,927.34,0,0
911.24,13,Online,Mastercard,1,22.17,5,500,0,0
29032.33,13,Utilities,Mastercard,0,66.89,10,1110.54,1,1
831.89,1,Travel,RuPay,1,10.9,2,1192.92,0,0
2643.4,15,Grocery,Amex,1,0.3,3,4484.32,1,0
3198.49,18,Grocery,,1,36.7,3,5637.99,0,0
17411.18,21,Retail,Mastercard,1,6.62,4,1063.6,0,0
1847.1,8,Entertainment,RuPay,0,7.4,2,906.53,0,0
4635.61,16,Grocery,Visa,1,0.72,6,2202.95,0,0
1874.53,17,Retail,Visa,1,5.87,3,887.56,0,0
,4,Electronics,Visa,1,5.3,2,2876.07,0,0
954.78,16,Entertainment,Visa,1,32.8,1,1213.23,0,0
438.45,11,Restaurant,Mastercard,1,12.74,4,1873.26,0,0
5682.93,12,Entertainment,Visa,1,7.98,7,,1,0
748.31,12,Restaurant,Mastercard,1,7.62,3,1793.76,0,0
1808.18,19,Grocery,Mastercard,1,1.43,3,2032.14,1,0
843.61,7,Retail,RuPay,1,6860.65,2,777.49,1,0
1845.81,12,Utilities,RuPay,1,6.24,2,1276.53,1,0
1027.36,14,Entertainment,RuPay,1,2.12,3,500,0,0
3399.74,15,Restaurant,Mastercard,0,6.11,2,797.14,0,0
9813.22,14,Online,Mastercard,1,27.56,4,537.99,0,0
3560.03,7,Retail,Mastercard,0,13.98,4,1706.55,0,0
3138.05,13,Grocery,Mastercard,1,27.65,7,754.9,1,0
1224.94,20,Grocery,Visa,1,1.84,3,500,1,0
4120.16,15,Gas,Amex,1,3.51,6,2238.43,1,0
2108.02,4,Online,Visa,1,44.12,5,3548.75,0,0
3857.32,10,Entertainment,Mastercard,1,5.98,0,2052.81,0,0
3160.09,7,Healthcare,RuPay,1,8.75,0,912.58,0,0
538.4,6,Entertainment,Visa,1,5.59,3,2707.98,0,0
7333.46,5,Entertainment,RuPay,0,94.29,13,817.57,1,1
10602.9,9,Restaurant,Visa,1,124.59,10,915.1,1,1
1358.91,10,Restaurant,Visa,0,25.5,4,1986.81,0,0
4913.27,17,Grocery,Visa,1,14.47,1,6397.23,1,0
4926.87,8,Travel,Visa,0,18.36,5,2011.9,0,0
3122.34,13,Entertainment,RuPay,1,4.23,3,4753.75,0,0
530.2,15,Electronics,Visa,0,6.54,4,4349.87,1,0
1479.2,11,Entertainment,Mastercard,1,5.77,5,6959.91,0,0
3202.91,19,Online,Mastercard,1,24.04,1,4372.53,0,0
8831.12,8,Online,RuPay,1,6.76,1,2564.05,1,0
1060.16,12,Restaurant,Amex,1,15.34,5,1397.14,1,0
1902.55,14,Grocery,RuPay,0,4.26,3,1819.42,0,0
509.47,13,Restaurant,Visa,0,22.57,1,6394.2,1,0
4494.98,17,Online,Mastercard,1,7.79,1,1895,0,0
5596.89,7,Electronics,Mastercard,1,24.39,3,2218.85,2,0
994.19,16,Online,Mastercard,1,37.66,3,1386.98,0,0
2387.8,17,Healthcare,RuPay,1,4.35,3,5721.06,0,0
3428.91,7,Grocery,Amex,1,24.02,3,6189.12,0,0
1801.22,10,Travel,RuPay,1,21.08,7,3523.73,0,0
1123.4,19,Gas,RuPay,1,21.88,5,500,0,0
736.69,11,Travel,Visa,1,41.05,4,1350.16,0,0
5069.88,20,Entertainment,Mastercard,0,3.15,0,4972.25,0,0
596.97,11,Entertainment,Mastercard,1,27.62,2,500,0,0
35180.49,14,Online,Visa,0,1.74,5,2094.09,1,0
5360.21,21,Utilities,Visa,1,7.98,4,1616.42,1,0
2603.37,9,Gas,Mastercard,1,18.96,2,1680.73,0,0
9052.66,20,Grocery,Amex,1,16.07,5,1900.8,1,0
4788.71,14,Utilities,Visa,1,11.78,1,2758.72,0,0
9049.43,12,Travel,Visa,1,2.13,2,1416.56,0,0
1896.87,17,Grocery,Visa,1,11.63,3,1819.24,0,0
1003.06,19,Online,Visa,0,13.56,3,2862.52,1,0
555,9,Healthcare,Mastercard,1,11.92,3,1118.12,0,0
15291.52,12,Travel,RuPay,1,0.21,3,603.73,0,0
1166.29,14,Travel,RuPay,1,17.41,4,984.92,1,0
2666.8,13,Online,Mastercard,1,1.21,2,3151.32,0,0
5156.91,19,Online,Visa,1,6.05,4,3697.36,1,0
6365.28,13,Gas,Visa,0,4.52,4,1461.54,1,0
1941.09,19,Restaurant,RuPay,1,20.46,1,2256.23,0,0
2147.32,20,Grocery,Visa,0,18.01,3,3153.56,0,0
766.47,23,Online,RuPay,1,13.42,4,825.65,0,0
2008.7,16,Grocery,RuPay,1,23.23,1,4326.59,1,0
9319.87,0,Electronics,Visa,1,0.64,3,1550.87,0,0
5000,12,Retail,Visa,0,62.77,8,1486.92,2,1
2178.99,11,Gas,Mastercard,1,3.92,2,1387.08,0,0
461.41,17,Healthcare,Visa,1,34.91,3,1860.02,0,0
1136.26,12,Healthcare,Mastercard,1,10.79,4,4011.92,0,0
9057.39,4,Utilities,RuPay,0,1.89,2,4236.43,0,0
957.99,15,Electronics,Visa,1,4.3,4,3660.9,0,0
9369.6,10,Entertainment,Mastercard,1,2.17,1,3753.8,0,0
